Transaction_ID,Agent_ID,Agent_Type,Operator_ID,Operator_Type,Sender_Name,Sender_Country,Sender_State,Sender_District,Sender_Occupation,Sender_Mode_Txn,Sender_Affiliation,Receiver_Name,Receiver_Country,Receiver_State,Receiver_District,Receiver_Occupation,Receiver_Affiliation,Receiver_Mode_Txn,Date_Of_Txn,In_Working_Hours,Amount,Is_Fraud
TR7639,AGNT1,Send,OPR2,Admin,Gracelyn Brennan,USA,California,Sacramento,Teacher,Debit Card,New User,Cortez Jefferson,Mexico,Durango,Durango,Agent,Customer,Wallet,2/9/2016,Yes,2285,0
TR7640,AGNT6,Both,OPR33,Employee,Mattie Schultz,USA,California,Los Angeles,Teacher,Cheque,New User,Ashlynn Pruitt,Brazil,Bahia,Valenca,Grocer,Customer,Bank Account,27-09-2016,Yes,3903,0
TR7641,AGNT6,Both,OPR33,Employee,Gilberto Gallegos,USA,California,Los Angeles,Farmer,Debit Card,New User,Cason Ramos,Mexico,Campeche,Campeche,Accountant,Customer,Prepaid Card,23-09-2016,No,1992,0
TR7642,AGNT1,Send,OPR1,Employee,Emily Smith,USA,California,Sacramento,Retailer,Wallet,Customer,Evelynn Todd,Colombia,Boyaca,Boyaca,Teacher,New User,Wallet,7/9/2016,Yes,3668,0
TR7643,AGNT8,Both,OPR42,Owner,Dimitri Noel,USA,Utah,Emery,I.T Professional,Cash,New User,Axel Conley,Brazil,Bahia,Jequie,Teacher,New User,Wallet,19-09-2016,Yes,3513,0
TR7644,AGNT4,Both,OPR19,Employee,Ryan Contreras,USA,Arizona,Apache,Consultant,Cash,New User,Briana Henderson,Brazil,Bahia,Jequie,Farmer,Employee,Prepaid Card,15-09-2016,Yes,3045,1
TR7645,AGNT3,Send,OPR16,Employee,Zaria Hopper,USA,Utah,Cache,I.T Professional,Debit Card,Customer,Mattie Alston,Brazil,Bahia,Valenca,Farmer,New User,Prepaid Card,21-09-2016,Yes,917,0
TR7646,AGNT9,Both,OPR43,Admin,Taylor Buck,USA,Arizona,Pima,Agent,Debit Card,New User,Yandel Barlow,Brazil,Bahia,Jequie,Teacher,Employee,Bank Account,19-09-2016,Yes,3541,1
TR7647,AGNT3,Send,OPR16,Employee,Conner Daugherty,USA,Utah,Cache,Retailer,Cash,Employee,Taylor Branch,Colombia,Boyaca,Boyaca,Teacher,Employee,Wallet,13-09-2016,No,993,0
TR7648,AGNT7,Both,OPR39,Employee,Davian Humphrey,USA,Nevada,Fallon,Banker,Debit Card,Customer,Lorenzo Riggs,Colombia,Bolivar,Bolivar,Teacher,New User,Bank Account,14-09-2016,Yes,4649,0
TR7649,AGNT3,Send,OPR15,Admin,Analia Boone,USA,Utah,Cache,Broker,Cash,New User,Darwin Clayton,Brazil,Acre,Bujari,Agent,Employee,Wallet,25-09-2016,Yes,2588,0
TR7650,AGNT2,Send,OPR11,Employee,Pierre Ball,USA,Nevada,Eureka,I.T Professional,Debit Card,Employee,Blaze Conrad,Mexico,Durango,Durango,Retailer,Employee,Wallet,8/9/2016,Yes,1630,1
TR7651,AGNT1,Send,OPR1,Employee,London Cooke,USA,California,Sacramento,I.T Professional,Cheque,Customer,Kyler Campos,Mexico,Baja California,Baja California,Grocer,Customer,Cash,18-09-2016,Yes,2801,0
TR7652,AGNT5,Send,OPR24,Employee,River Montoya,USA,Oregon,Jackson,Grocer,Credit Card,Employee,Alvin Medina,Colombia,Boyaca,Boyaca,Banker,Customer,Wallet,11/9/2016,Yes,1095,0
TR7653,AGNT3,Send,OPR15,Admin,Mohamed Dyer,USA,Utah,Cache,Agent,Wallet,Customer,Mallory Davenport,Colombia,Bolivar,Bolivar,Accountant,New User,Cash,4/9/2016,Yes,818,0
TR7654,AGNT8,Both,OPR42,Owner,Pedro Vincent,USA,Utah,Emery,Farmer,Bank Account,New User,Arnav Summers,Brazil,Bahia,Valenca,Accountant,Customer,Prepaid Card,7/9/2016,No,1885,0
TR7655,AGNT6,Both,OPR36,Admin,Kody Weaver,USA,California,Los Angeles,Farmer,Cash,New User,Damaris Quinn,Colombia,Boyaca,Boyaca,Retailer,Customer,Cash,27-09-2016,Yes,4263,0
TR7656,AGNT4,Both,OPR22,Employee,Perla Howe,USA,Arizona,Apache,Teacher,Cheque,Customer,Carissa Vance,Mexico,Baja California,Baja California,Farmer,New User,Cash,14-09-2016,Yes,1424,0
TR7657,AGNT6,Both,OPR36,Admin,Lane Alvarez,USA,California,Los Angeles,Broker,Credit Card,New User,Laney Peterson,Mexico,Baja California,Baja California,I.T Professional,Customer,Prepaid Card,26-09-2016,Yes,5154,0
TR7658,AGNT4,Both,OPR21,Employee,Rylen Delacruz,USA,Arizona,Apache,Retailer,Credit Card,Customer,Jaidyn Bowman,Colombia,Bolivar,Bolivar,Retailer,Employee,Cash,8/9/2016,No,4852,0
TR7659,AGNT10,Both,OPR3,Employee,Cruz Pearson,USA,Oregon,Lane,Farmer,Debit Card,New User,Adrian West,Colombia,Antioquia,Antioquia,Grocer,Employee,Cash,21-09-2016,Yes,5649,0
TR7660,AGNT1,Send,OPR2,Admin,Madalynn Taylor,USA,California,Sacramento,Farmer,Credit Card,Employee,Holly Cohen,Colombia,Boyaca,Boyaca,Teacher,Employee,Prepaid Card,17-09-2016,Yes,1239,1
TR7661,AGNT6,Both,OPR34,Employee,Briana Delacruz,USA,California,Los Angeles,Teacher,Cheque,New User,Jamie Gaines,Mexico,Baja California,Baja California,Retailer,Employee,Cash,9/9/2016,Yes,3274,0
TR7662,AGNT2,Send,OPR9,Employee,Bobby Rivers,USA,Nevada,Eureka,I.T Professional,Cash,Employee,Brice Duncan,Brazil,Bahia,Valenca,Consultant,Employee,Wallet,10/9/2016,Yes,1572,0
TR7663,AGNT1,Send,OPR1,Employee,Laila Waller,USA,California,Sacramento,Broker,Credit Card,Employee,Harvey Stephenson,Colombia,Bolivar,Bolivar,Teacher,New User,Bank Account,26-09-2016,Yes,5992,0
TR7664,AGNT9,Both,OPR44,Employee,Tessa Ward,USA,Arizona,Pima,Grocer,Wallet,New User,Bridget Santos,Mexico,Baja California,Baja California,Retailer,Employee,Prepaid Card,28-09-2016,Yes,611,0
TR7665,AGNT6,Both,OPR37,Employee,Ryan Torres,USA,California,Los Angeles,Retailer,Cash,Employee,Mya Joyner,Colombia,Antioquia,Antioquia,Farmer,Employee,Prepaid Card,1/9/2016,No,921,0
TR7666,AGNT6,Both,OPR35,Employee,Mathias Howell,USA,California,Los Angeles,Grocer,Debit Card,Customer,Emelia Tyler,Mexico,Durango,Durango,Retailer,Employee,Wallet,30-09-2016,Yes,1991,0
TR7667,AGNT8,Both,OPR42,Owner,Ariana Albert,USA,Utah,Emery,Teacher,Cash,Employee,Vanessa Finch,Colombia,Bolivar,Bolivar,Teacher,Employee,Wallet,29-09-2016,Yes,5435,0
TR7668,AGNT9,Both,OPR43,Admin,Kylie Sampson,USA,Arizona,Pima,Teacher,Cash,New User,Omari Benton,Colombia,Boyaca,Boyaca,I.T Professional,Customer,Prepaid Card,2/9/2016,Yes,4149,0
TR7669,AGNT7,Both,OPR39,Employee,Yusuf Beck,USA,Nevada,Fallon,Consultant,Cash,Customer,Zoie Green,Brazil,Bahia,Valenca,Farmer,Employee,Wallet,11/9/2016,No,3451,0
TR7670,AGNT7,Both,OPR40,Employee,Lennon Sullivan,USA,Nevada,Fallon,Teacher,Bank Account,New User,Kale Richardson,Mexico,Durango,Durango,Consultant,Employee,Prepaid Card,11/9/2016,Yes,4430,0
TR7671,AGNT3,Send,OPR15,Admin,Connor Mays,USA,Utah,Cache,Teacher,Credit Card,New User,Brantley Atkins,Brazil,Acre,Xapuri,Accountant,New User,Prepaid Card,21-09-2016,Yes,2752,0
TR7672,AGNT2,Send,OPR5,Admin,Macie Dickerson,USA,Nevada,Eureka,Broker,Debit Card,New User,Mikayla Kelly,Colombia,Antioquia,Antioquia,Accountant,New User,Prepaid Card,12/9/2016,Yes,2192,0
TR7673,AGNT6,Both,OPR34,Employee,Tobias Mendoza,USA,California,Los Angeles,Farmer,Cash,Customer,Knox Blankenship,Brazil,Bahia,Jequie,Agent,Employee,Bank Account,18-09-2016,Yes,1117,0
TR7674,AGNT2,Send,OPR8,Employee,Sarahi Matthews,USA,Nevada,Eureka,Banker,Wallet,Employee,Jagger Castro,Brazil,Acre,Bujari,Agent,Employee,Prepaid Card,28-09-2016,No,4192,0
TR7675,AGNT4,Both,OPR23,Employee,Tianna Garner,USA,Arizona,Apache,Agent,Bank Account,New User,Kinsley Bright,Colombia,Bolivar,Bolivar,Banker,Employee,Cash,27-09-2016,Yes,3638,0
TR7676,AGNT2,Send,OPR6,Employee,Peyton Hooper,USA,Nevada,Eureka,Retailer,Wallet,New User,Hattie Conley,Mexico,Durango,Durango,Consultant,Customer,Bank Account,8/9/2016,No,4825,0
TR7677,AGNT5,Send,OPR30,Employee,Ayden Rowland,USA,Oregon,Jackson,I.T Professional,Debit Card,New User,Kobe Conway,Mexico,Durango,Durango,Agent,New User,Wallet,9/9/2016,Yes,2720,0
TR7678,AGNT9,Both,OPR45,Employee,Karma Waller,USA,Arizona,Pima,Agent,Bank Account,Employee,Kaylee Irwin,Brazil,Acre,Xapuri,Farmer,Employee,Cash,18-09-2016,Yes,596,0
TR7679,AGNT9,Both,OPR45,Employee,Fisher Spencer,USA,Arizona,Pima,Accountant,Cheque,Employee,Clare Sloan,Brazil,Bahia,Jequie,Agent,Employee,Cash,5/9/2016,Yes,4263,1
TR7680,AGNT3,Send,OPR16,Employee,Eva Freeman,USA,Utah,Cache,Farmer,Cheque,Customer,Remington Strickland,Brazil,Bahia,Valenca,Teacher,New User,Wallet,25-09-2016,Yes,4111,0
TR7681,AGNT1,Send,OPR1,Employee,Braylee Johns,USA,California,Sacramento,Retailer,Cash,Customer,Yusuf Patton,Mexico,Campeche,Campeche,Grocer,Customer,Cash,26-09-2016,No,5350,0
TR7682,AGNT4,Both,OPR18,Admin,Bentlee Klein,USA,Arizona,Apache,Consultant,Debit Card,Customer,Byron Fulton,Brazil,Acre,Xapuri,Consultant,Employee,Cash,5/9/2016,Yes,2610,0
TR7683,AGNT10,Both,OPR4,Admin,Leigha Lawson,USA,Oregon,Lane,Agent,Debit Card,Customer,Lilian Burks,Mexico,Baja California,Baja California,Accountant,Employee,Bank Account,1/9/2016,Yes,5764,0
TR7684,AGNT2,Send,OPR9,Employee,Arya Wilson,USA,Nevada,Eureka,Consultant,Credit Card,Employee,Tucker Cleveland,Colombia,Boyaca,Boyaca,Farmer,Customer,Prepaid Card,25-09-2016,Yes,4893,0
TR7685,AGNT3,Send,OPR17,Employee,Kristian Stewart,USA,Utah,Cache,Banker,Cash,Employee,Izayah Lopez,Brazil,Acre,Bujari,Broker,New User,Prepaid Card,9/9/2016,Yes,2912,0
TR7686,AGNT6,Both,OPR32,Employee,Rene Jacobs,USA,California,Los Angeles,Agent,Bank Account,Customer,Camryn Guthrie,Mexico,Campeche,Campeche,Farmer,Customer,Cash,16-09-2016,No,3753,0
TR7687,AGNT3,Send,OPR17,Employee,Virginia Ayers,USA,Utah,Cache,I.T Professional,Credit Card,New User,Wilson Bean,Brazil,Bahia,Jequie,Consultant,Employee,Bank Account,1/9/2016,Yes,268,1
TR7688,AGNT8,Both,OPR42,Owner,Carleigh Gross,USA,Utah,Emery,Broker,Wallet,Customer,Alia Berger,Colombia,Boyaca,Boyaca,Broker,New User,Wallet,24-09-2016,Yes,109,0
TR7689,AGNT1,Send,OPR2,Admin,Jean Parsons,USA,California,Sacramento,I.T Professional,Wallet,Customer,Kyndall Hebert,Brazil,Bahia,Jequie,Grocer,Customer,Wallet,18-09-2016,Yes,4857,0
TR7690,AGNT4,Both,OPR20,Employee,Leland Harrison,USA,Arizona,Apache,Broker,Wallet,Customer,Coleman Sandoval,Mexico,Durango,Durango,Grocer,Employee,Prepaid Card,8/9/2016,Yes,6000,0
TR7691,AGNT10,Both,OPR3,Employee,Rylan Humphrey,USA,Oregon,Lane,I.T Professional,Cheque,New User,Otto Phillips,Mexico,Campeche,Campeche,Accountant,New User,Prepaid Card,9/9/2016,Yes,2287,0
TR7692,AGNT1,Send,OPR2,Admin,Davis Rosario,USA,California,Sacramento,Farmer,Bank Account,Employee,Luke Mcleod,Colombia,Antioquia,Antioquia,Farmer,New User,Prepaid Card,13-09-2016,Yes,3659,0
TR7693,AGNT7,Both,OPR40,Employee,Vanessa Wheeler,USA,Nevada,Fallon,Farmer,Credit Card,Employee,Rachael Emerson,Brazil,Acre,Xapuri,Teacher,Employee,Cash,25-09-2016,Yes,2798,0
TR7694,AGNT2,Send,OPR5,Admin,Tripp Fisher,USA,Nevada,Eureka,Broker,Bank Account,Employee,Tristian Rose,Brazil,Acre,Bujari,Farmer,New User,Prepaid Card,20-09-2016,No,4278,0
TR7695,AGNT4,Both,OPR21,Employee,Skyler Case,USA,Arizona,Apache,Farmer,Debit Card,New User,Zechariah Sharpe,Brazil,Bahia,Jequie,Farmer,Employee,Prepaid Card,26-09-2016,Yes,3623,1
TR7696,AGNT4,Both,OPR22,Employee,Adriel Browning,USA,Arizona,Apache,Banker,Cash,Customer,Issac Nielsen,Brazil,Bahia,Valenca,Broker,New User,Bank Account,8/9/2016,Yes,3775,0
TR7697,AGNT5,Send,OPR26,Employee,Sullivan Hull,USA,Oregon,Jackson,Broker,Wallet,Employee,Rylen Floyd,Brazil,Bahia,Valenca,Accountant,New User,Bank Account,30-09-2016,Yes,2199,1
TR7698,AGNT8,Both,OPR42,Owner,Bailee Powell,USA,Utah,Emery,Retailer,Cash,Customer,Riley Kim,Colombia,Antioquia,Antioquia,Farmer,New User,Bank Account,21-09-2016,Yes,5915,0
TR7699,AGNT5,Send,OPR31,Employee,Linda Benson,USA,Oregon,Jackson,Teacher,Debit Card,Customer,Rylen Sharpe,Mexico,Campeche,Campeche,Accountant,New User,Bank Account,2/9/2016,No,4490,0
TR7700,AGNT1,Send,OPR2,Admin,Marley Reid,USA,California,Sacramento,Banker,Credit Card,Employee,Nova Hampton,Colombia,Bolivar,Bolivar,Farmer,New User,Wallet,18-09-2016,Yes,5467,0
TR7701,AGNT7,Both,OPR41,Admin,Marcel Guerrero,USA,Nevada,Fallon,Banker,Cash,New User,Margaret Gentry,Mexico,Durango,Durango,Accountant,Employee,Wallet,17-09-2016,Yes,3103,1
TR7702,AGNT4,Both,OPR22,Employee,Roman Fields,USA,Arizona,Apache,Broker,Bank Account,Customer,Kassandra Guzman,Brazil,Bahia,Jequie,I.T Professional,Customer,Cash,4/9/2016,No,4555,0
TR7703,AGNT1,Send,OPR2,Admin,Alexandra Camacho,USA,California,Sacramento,Retailer,Credit Card,Customer,Araceli Alston,Brazil,Acre,Bujari,Broker,Employee,Wallet,28-09-2016,Yes,2478,0
TR7704,AGNT5,Send,OPR28,Admin,Cristina Yang,USA,Oregon,Jackson,Teacher,Bank Account,New User,Nadia Welch,Brazil,Acre,Xapuri,Accountant,Employee,Wallet,19-09-2016,Yes,3810,0
TR7705,AGNT2,Send,OPR6,Employee,Kenley Ratliff,USA,Nevada,Eureka,Grocer,Cheque,New User,Mina Aguilar,Brazil,Acre,Bujari,Retailer,Employee,Wallet,10/9/2016,No,1172,0
TR7706,AGNT6,Both,OPR38,Employee,Franco Whitehead,USA,California,Los Angeles,Agent,Cash,Customer,Marshall Holmes,Colombia,Antioquia,Antioquia,Broker,New User,Wallet,23-09-2016,Yes,2646,0
TR7707,AGNT10,Both,OPR4,Admin,Ramiro Estrada,USA,Oregon,Lane,I.T Professional,Cheque,New User,Luca Puckett,Mexico,Durango,Durango,Accountant,Employee,Cash,10/9/2016,Yes,1459,0
TR7708,AGNT1,Send,OPR2,Admin,Maliah Hart,USA,California,Sacramento,I.T Professional,Cheque,New User,Leah Black,Mexico,Durango,Durango,I.T Professional,Employee,Wallet,3/9/2016,Yes,1412,1
TR7709,AGNT9,Both,OPR45,Employee,Julius Schneider,USA,Arizona,Pima,I.T Professional,Bank Account,New User,Genevieve Massey,Mexico,Baja California,Baja California,Consultant,Employee,Prepaid Card,24-09-2016,Yes,1606,0
TR7710,AGNT9,Both,OPR44,Employee,Aisha Campbell,USA,Arizona,Pima,Agent,Credit Card,Customer,Lina Leonard,Brazil,Bahia,Jequie,Accountant,Employee,Cash,30-09-2016,Yes,1245,0
TR7711,AGNT6,Both,OPR32,Employee,Aden Byers,USA,California,Los Angeles,Retailer,Wallet,New User,Camdyn Duke,Brazil,Bahia,Valenca,Banker,New User,Wallet,27-09-2016,Yes,1418,0
TR7712,AGNT6,Both,OPR34,Employee,Jorge Nicholson,USA,California,Los Angeles,Accountant,Cash,Employee,Larry Snyder,Brazil,Bahia,Jequie,Accountant,Employee,Bank Account,8/9/2016,Yes,1138,0
TR7713,AGNT6,Both,OPR34,Employee,Beau Sargent,USA,California,Los Angeles,Retailer,Debit Card,Customer,Charity Roth,Mexico,Baja California,Baja California,Accountant,Customer,Bank Account,2/9/2016,Yes,5809,1
TR7714,AGNT2,Send,OPR9,Employee,Livia Foster,USA,Nevada,Eureka,Banker,Bank Account,Employee,Leyla Tate,Brazil,Bahia,Jequie,I.T Professional,New User,Wallet,25-09-2016,No,2024,0
TR7715,AGNT6,Both,OPR34,Employee,Josue Bennett,USA,California,Los Angeles,Farmer,Debit Card,Employee,Aron Hess,Mexico,Durango,Durango,Banker,Customer,Wallet,28-09-2016,No,2135,0
TR7716,AGNT5,Send,OPR24,Employee,Louis Shields,USA,Oregon,Jackson,I.T Professional,Cash,Employee,Emmett Kim,Colombia,Bolivar,Bolivar,Teacher,New User,Cash,17-09-2016,Yes,4429,0
TR7717,AGNT4,Both,OPR21,Employee,Phoenix Sawyer,USA,Arizona,Apache,Banker,Credit Card,New User,Deegan Wolf,Mexico,Campeche,Campeche,Teacher,New User,Wallet,3/9/2016,Yes,4636,0
TR7718,AGNT9,Both,OPR44,Employee,Seamus Burch,USA,Arizona,Pima,Agent,Credit Card,Employee,Anika Stein,Brazil,Acre,Xapuri,I.T Professional,Employee,Cash,18-09-2016,Yes,2210,0
TR7719,AGNT8,Both,OPR42,Owner,Heather Alston,USA,Utah,Emery,I.T Professional,Cheque,Customer,Kyler Compton,Brazil,Bahia,Jequie,Banker,Customer,Cash,23-09-2016,Yes,2625,0
TR7720,AGNT7,Both,OPR39,Employee,Dario Lindsey,USA,Nevada,Fallon,Accountant,Cash,New User,Neveah Rosario,Colombia,Bolivar,Bolivar,Retailer,Customer,Wallet,20-09-2016,Yes,766,0
TR7721,AGNT5,Send,OPR28,Admin,Maximilian Sanford,USA,Oregon,Jackson,Teacher,Cheque,New User,Brooklyn Brooks,Colombia,Bolivar,Bolivar,Retailer,Employee,Bank Account,21-09-2016,No,5379,0
TR7722,AGNT8,Both,OPR42,Owner,Ethan Hopkins,USA,Utah,Emery,Accountant,Cheque,New User,Delaney Mclaughlin,Colombia,Bolivar,Bolivar,I.T Professional,Customer,Wallet,9/9/2016,Yes,847,0
TR7723,AGNT6,Both,OPR35,Employee,Haleigh James,USA,California,Los Angeles,Banker,Cheque,Customer,Gilbert Donovan,Colombia,Antioquia,Antioquia,Banker,Employee,Wallet,14-09-2016,Yes,2771,0
TR7724,AGNT3,Send,OPR16,Employee,Lucille Woodard,USA,Utah,Cache,I.T Professional,Cheque,Customer,Kymani Giles,Brazil,Bahia,Valenca,Agent,Customer,Wallet,6/9/2016,No,4815,0
TR7725,AGNT10,Both,OPR3,Employee,Karissa Wolf,USA,Oregon,Lane,I.T Professional,Debit Card,Customer,Marley Dorsey,Colombia,Boyaca,Boyaca,Agent,New User,Cash,24-09-2016,Yes,2656,0
TR7726,AGNT9,Both,OPR45,Employee,Kellan Barron,USA,Arizona,Pima,I.T Professional,Wallet,Customer,Harrison Ashley,Brazil,Acre,Xapuri,Teacher,New User,Prepaid Card,11/9/2016,Yes,5141,0
TR7727,AGNT9,Both,OPR45,Employee,Cason Chase,USA,Arizona,Pima,Consultant,Cheque,New User,Luciano Paul,Mexico,Campeche,Campeche,Retailer,New User,Cash,10/9/2016,Yes,4466,0
TR7728,AGNT4,Both,OPR20,Employee,Lia Lucas,USA,Arizona,Apache,Consultant,Credit Card,Customer,Hank Reese,Brazil,Bahia,Valenca,Agent,New User,Wallet,29-09-2016,Yes,5354,0
TR7729,AGNT10,Both,OPR4,Admin,Ainsley Dale,USA,Oregon,Lane,Consultant,Credit Card,Employee,Salvatore Wolf,Mexico,Baja California,Baja California,I.T Professional,New User,Prepaid Card,27-09-2016,Yes,626,0
TR7730,AGNT4,Both,OPR22,Employee,Cheyenne Waters,USA,Arizona,Apache,Broker,Cheque,Employee,Joshua Sherman,Mexico,Baja California,Baja California,Teacher,Customer,Cash,6/9/2016,No,2418,1
TR7731,AGNT6,Both,OPR35,Employee,Marley Moran,USA,California,Los Angeles,Grocer,Bank Account,New User,Reed Rowland,Brazil,Bahia,Valenca,Accountant,Customer,Prepaid Card,3/9/2016,Yes,1109,0
TR7732,AGNT7,Both,OPR39,Employee,Mekhi Horne,USA,Nevada,Fallon,Retailer,Cash,Employee,Harper Hester,Brazil,Acre,Bujari,Farmer,Employee,Bank Account,1/9/2016,Yes,5825,0
TR7733,AGNT8,Both,OPR42,Owner,Samiyah Stanley,USA,Utah,Emery,Grocer,Cheque,New User,Kara Cherry,Brazil,Bahia,Valenca,Broker,Customer,Cash,25-09-2016,No,5945,0
TR7734,AGNT10,Both,OPR3,Employee,Mario Beck,USA,Oregon,Lane,Teacher,Cash,Customer,Cooper Gross,Brazil,Bahia,Jequie,Accountant,Employee,Cash,16-09-2016,Yes,3551,0
TR7735,AGNT7,Both,OPR41,Admin,Ayana Walker,USA,Nevada,Fallon,Farmer,Wallet,Customer,Brandon Warren,Mexico,Durango,Durango,Accountant,Employee,Wallet,23-09-2016,Yes,5634,1
TR7736,AGNT5,Send,OPR26,Employee,Haley Walters,USA,Oregon,Jackson,Banker,Cheque,Employee,Eliseo Stephens,Brazil,Acre,Xapuri,Broker,Employee,Wallet,16-09-2016,Yes,2612,0
TR7737,AGNT10,Both,OPR3,Employee,Meadow Harrison,USA,Oregon,Lane,Consultant,Cheque,New User,Lola Sellers,Colombia,Bolivar,Bolivar,Grocer,Customer,Bank Account,28-09-2016,Yes,4011,0
TR7738,AGNT3,Send,OPR17,Employee,Tenley Hutchinson,USA,Utah,Cache,Broker,Cheque,Employee,Kaleigh Gonzalez,Mexico,Durango,Durango,Grocer,Employee,Cash,11/9/2016,Yes,1384,1
TR7739,AGNT9,Both,OPR43,Admin,Sara Moreno,USA,Arizona,Pima,Broker,Debit Card,New User,Blake Duran,Mexico,Campeche,Campeche,Accountant,Employee,Cash,16-09-2016,Yes,1016,1
TR7740,AGNT2,Send,OPR5,Admin,Annabella Ortega,USA,Nevada,Eureka,Retailer,Cash,Employee,Jaxson Ashley,Mexico,Baja California,Baja California,Teacher,Customer,Prepaid Card,20-09-2016,Yes,572,0
TR7741,AGNT7,Both,OPR39,Employee,Ayanna Nicholson,USA,Nevada,Fallon,Accountant,Cash,Employee,Rylen Stanton,Brazil,Bahia,Jequie,Accountant,New User,Cash,7/9/2016,No,5837,0
TR7742,AGNT9,Both,OPR43,Admin,Ben Noble,USA,Arizona,Pima,Accountant,Bank Account,Customer,Alice Fleming,Colombia,Boyaca,Boyaca,Farmer,Customer,Bank Account,10/9/2016,Yes,2198,1
TR7743,AGNT9,Both,OPR44,Employee,Deanna Mercer,USA,Arizona,Pima,Farmer,Debit Card,Employee,Tiffany Lopez,Colombia,Boyaca,Boyaca,Teacher,New User,Wallet,4/9/2016,Yes,112,0
TR7744,AGNT8,Both,OPR42,Owner,Kallie Webster,USA,Utah,Emery,Agent,Wallet,New User,Nancy Mccormick,Colombia,Bolivar,Bolivar,Accountant,Employee,Wallet,6/9/2016,Yes,3205,0
TR7745,AGNT3,Send,OPR16,Employee,Natasha Boyle,USA,Utah,Cache,Teacher,Cheque,Employee,Zayden Reid,Brazil,Acre,Bujari,Teacher,New User,Bank Account,23-09-2016,Yes,4200,0
TR7746,AGNT1,Send,OPR1,Employee,Rey Velez,USA,California,Sacramento,Teacher,Credit Card,New User,Brian Pearson,Mexico,Campeche,Campeche,Farmer,New User,Wallet,25-09-2016,Yes,1669,0
TR7747,AGNT10,Both,OPR3,Employee,Jabari Rivers,USA,Oregon,Lane,Teacher,Debit Card,New User,Colton Byers,Brazil,Acre,Xapuri,Retailer,Customer,Cash,29-09-2016,No,1859,0
TR7748,AGNT8,Both,OPR42,Owner,Isabel Sanders,USA,Utah,Emery,I.T Professional,Wallet,New User,Giuliana Orr,Brazil,Bahia,Jequie,Agent,Employee,Cash,2/9/2016,Yes,5294,0
TR7749,AGNT4,Both,OPR22,Employee,Santiago Santana,USA,Arizona,Apache,Teacher,Bank Account,Customer,Cash Burnett,Colombia,Antioquia,Antioquia,Grocer,Customer,Bank Account,24-09-2016,Yes,294,0
TR7750,AGNT7,Both,OPR40,Employee,Lillie Nelson,USA,Nevada,Fallon,Teacher,Cheque,Customer,Maliyah Salas,Colombia,Bolivar,Bolivar,Consultant,Employee,Bank Account,24-09-2016,Yes,3447,0
TR7751,AGNT10,Both,OPR4,Admin,Jessie Reese,USA,Oregon,Lane,Broker,Bank Account,New User,Lilly Mcgee,Brazil,Bahia,Jequie,Farmer,Customer,Prepaid Card,5/9/2016,Yes,1562,0
TR7752,AGNT8,Both,OPR42,Owner,Meredith Baird,USA,Utah,Emery,Retailer,Debit Card,Employee,Skye Tran,Colombia,Antioquia,Antioquia,Retailer,Customer,Wallet,24-09-2016,Yes,5535,0
TR7753,AGNT10,Both,OPR4,Admin,Mollie Melton,USA,Oregon,Lane,Retailer,Debit Card,New User,Emilio Holder,Brazil,Acre,Xapuri,Farmer,Employee,Cash,24-09-2016,Yes,3993,0
TR7754,AGNT4,Both,OPR19,Employee,Demarcus Sandoval,USA,Arizona,Apache,Retailer,Cheque,New User,Eleanor Grimes,Mexico,Durango,Durango,Banker,Employee,Wallet,30-09-2016,No,4271,0
TR7755,AGNT5,Send,OPR30,Employee,Jonathan Shannon,USA,Oregon,Jackson,Accountant,Debit Card,New User,Stanley Boyle,Brazil,Acre,Xapuri,Accountant,Customer,Cash,9/9/2016,Yes,1798,0
TR7756,AGNT10,Both,OPR3,Employee,Hayden Calhoun,USA,Oregon,Lane,Teacher,Cheque,Customer,Camilla Ward,Mexico,Durango,Durango,Retailer,New User,Bank Account,11/9/2016,Yes,5519,0
TR7757,AGNT9,Both,OPR44,Employee,Roland Patterson,USA,Arizona,Pima,Accountant,Credit Card,Customer,Joshua Allison,Brazil,Bahia,Valenca,Broker,Employee,Prepaid Card,21-09-2016,Yes,5686,0
TR7758,AGNT2,Send,OPR5,Admin,Julianna Hartman,USA,Nevada,Eureka,Agent,Wallet,Employee,Laila Mcmillan,Mexico,Durango,Durango,Agent,New User,Bank Account,15-09-2016,No,1003,0
TR7759,AGNT9,Both,OPR43,Admin,Mariano Cochran,USA,Arizona,Pima,I.T Professional,Credit Card,New User,Gilbert Everett,Brazil,Acre,Xapuri,Consultant,New User,Wallet,1/9/2016,Yes,3947,1
TR7760,AGNT4,Both,OPR21,Employee,Armani Zimmerman,USA,Arizona,Apache,I.T Professional,Bank Account,Employee,Alexis Vazquez,Brazil,Bahia,Valenca,I.T Professional,New User,Wallet,28-09-2016,Yes,449,0
TR7761,AGNT7,Both,OPR39,Employee,Lawrence Cole,USA,Nevada,Fallon,Grocer,Cash,Customer,Caydence Leon,Brazil,Bahia,Valenca,Banker,Customer,Bank Account,15-09-2016,Yes,2440,0
TR7762,AGNT4,Both,OPR22,Employee,Beau Adams,USA,Arizona,Apache,Accountant,Cheque,Employee,Jocelynn Merritt,Colombia,Antioquia,Antioquia,Teacher,Employee,Cash,17-09-2016,Yes,1167,0
